Type, Score, NormScore
1,0.948064,2.5807086
-1,-0.3509274,0.7040349
-1,-0.4438057,0.6415901
1,0.8484066,2.3359218
-1,-0.8097421,0.4449728
1,0.7887049,2.2005447
-1,-0.8314295,0.4354264
1,0.0613108,1.0632293
1,0.5402546,1.7164438
1,0.2225918,1.2493105
-1,-0.9368089,0.3918764
-1,-0.4902327,0.6124839
-1,-0.897745,0.4074875
-1,-0.1840464,0.8318972
1,0.6846157,1.9830096
1,0.7096447,2.0332687
1,0.2256965,1.2531953
1,0.5755721,1.7781475
1,0.0965721,1.101389
1,0.127239,1.1356884
1,0.6221177,1.8628689
-1,-0.9013896,0.4060051
1,0.5733614,1.7742209
1,0.3336374,1.3960368
1,0.9874181,2.6842949
1,0.8116915,2.2517135
1,0.8411337,2.3189945
1,0.0730049,1.0757358
1,0.0639353,1.0660234
1,0.6709049,1.9560065
-1,-0.9631446,0.3816907
1,0.598091,1.8186437
1,0.383463,1.4673573
1,0.1873755,1.2060801
-1,-0.7136852,0.4898357
-1,-0.9794268,0.3755263
-1,-0.3221096,0.7246188
-1,-0.870047,0.4189319
1,0.1144617,1.1212697
1,0.8866992,2.427105
1,0.5603593,1.7513016
-1,-0.6556133,0.5191236
1,0.4557248,1.5773162
-1,-0.7970379,0.4506619
1,0.6646051,1.9437228
-1,-0.0982855,0.9063901
1,0.5965119,1.8157741
1,0.2942576,1.3421296
-1,-0.8501578,0.4273475
-1,-0.5368166,0.5846063
1,0.6510574,1.9175674
1,0.9368636,2.5519649
1,0.9631959,2.6200565
1,0.3666454,1.4428862
-1,-0.7101746,0.4915584
1,0.2019775,1.2238205
1,0.4898276,1.6320348
1,0.7714235,2.1628429
-1,-0.2820617,0.7542271
1,0.2450866,1.277732
-1,-0.9731511,0.3778904
1,0.7682986,2.1560948
1,0.8270434,2.2865483
-1,-0.0173512,0.9827985
1,0.8589178,2.3606047
-1,-0.2087087,0.8116316
-1,-0.1287336,0.8792082
-1,-0.8994692,0.4067855
-1,-0.2819007,0.7543486
-1,-0.8443768,0.4298251
-1,-0.6156318,0.5402994
1,0.4102546,1.5072015
1,0.7631598,2.1450434
1,0.732612,2.0805078
1,0.7956053,2.2157818
1,0.1643094,1.1785789
-1,-0.6051763,0.5459782
1,0.9718707,2.6428839
-1,-0.4967415,0.6085103
1,0.8588435,2.3604293
-1,-0.9626174,0.381892
1,0.6873841,1.988507
1,0.7436312,2.1035601
-1,-0.0299617,0.9704827
1,0.4337591,1.5430471
1,0.4322449,1.5407124
1,0.7465997,2.1098138
-1,-0.9155737,0.4002869
1,0.475106,1.6081847
-1,-0.7475818,0.4735102
-1,-0.3638841,0.6949717
1,0.0489782,1.0501975
1,0.9598528,2.6113121
1,0.0556242,1.0572003
1,0.4279177,1.5340598
-1,-0.4603453,0.6310657
-1,-0.9666837,0.3803423
-1,-0.8844717,0.4129323
-1,-0.4044806,0.6673233
-1,-0.0884814,0.9153201
-1,-0.0865982,0.9170455
-1,-0.2840654,0.7527174
-1,-0.2745955,0.7598794
-1,-0.6973108,0.4979225
-1,-0.3063915,0.7360984
1,0.0082223,1.0082562
-1,-0.9211352,0.3980669
-1,-0.7982995,0.4500937
-1,-0.9212688,0.3980137
-1,-0.1048714,0.9004403
-1,-0.3401083,0.7116932
-1,-0.627886,0.5337189
-1,-0.2697863,0.7635426
-1,-0.5688324,0.5661861
-1,-0.2800832,0.7557209
-1,-0.2179952,0.8041293
1,0.2055694,1.2282242
1,0.7622908,2.1431802
1,0.2303182,1.2590006
1,0.0498795,1.0511444
1,0.0072523,1.0072787
1,0.5431371,1.7213986
1,0.6230148,1.8645408
-1,-0.2530824,0.7764039
1,0.1447687,1.1557722
1,0.0544784,1.0559897
1,0.1682631,1.1832479
-1,-0.9645292,0.3811626
1,0.2732745,1.314261
-1,-0.719661,0.4869173
-1,-0.7379444,0.4780957
-1,-0.0521429,0.9491932
-1,-0.8782097,0.4155262
1,0.6355898,1.8881354
-1,-0.9856651,0.3731909
1,0.4055969,1.5001977
1,0.1708719,1.1863388
1,0.018858,1.0190369
1,0.1454166,1.1565213
1,0.2320127,1.2611357
-1,-0.8671577,0.420144
1,0.5457906,1.7259724
1,0.4524875,1.5722182
1,0.3434899,1.4098593
-1,-0.6098475,0.5434337
1,0.7515221,2.1202248
-1,-0.2206878,0.801967
-1,-0.3389412,0.7125243
1,0.3177952,1.3740948
1,0.780129,2.1817537
-1,-0.7100078,0.4916404
1,0.9567683,2.6032699
-1,-0.4892779,0.6130689
1,0.7998898,2.2252957
-1,-0.2304455,0.7941797
-1,-0.5278288,0.5898843
1,0.3598206,1.4330723
1,0.9963078,2.7082639
1,0.2394073,1.2704959
1,0.5775694,1.7817026
-1,-0.1632932,0.8493421
-1,-0.380316,0.6836453
1,0.1800889,1.1973238
-1,-0.4255422,0.6534154
1,0.7269841,2.0688318
-1,-0.9783597,0.3759272
-1,-0.3882931,0.6782135
-1,-0.0024469,0.9975561
1,0.9619843,2.616884
1,0.1172147,1.1243608
1,0.9347932,2.5466867
1,0.4788635,1.6142388
1,0.9252014,2.5223762
-1,-0.7104458,0.4914251
1,0.2371389,1.2676172
-1,-0.0001061,0.9998939
-1,-0.3140895,0.7304536
1,0.7347254,2.0849094
-1,-0.3043387,0.737611
-1,-0.3782804,0.6850384
-1,-0.8473882,0.4285327
-1,-0.7389783,0.4776016
1,0.7601277,2.1385493
-1,-0.5661568,0.567703
-1,-0.8482212,0.4281759
1,0.7383455,2.0924707
1,0.4252409,1.5299589
-1,-0.8016775,0.4485758
-1,-0.9915282,0.3710093
-1,-0.3118999,0.7320548
-1,-0.9194678,0.3987312
1,0.4125153,1.5106127
-1,-0.0974751,0.9071249
-1,-0.2529773,0.7764855
1,0.5414717,1.7185342
1,0.1280264,1.136583
-1,-0.4759363,0.6213031
1,0.6681553,1.9506357
1,0.2888682,1.3349158
-1,-0.9659393,0.3806255
1,0.4996025,1.648066
1,0.269798,1.3096999
-1,-0.6602832,0.516705
1,0.8207574,2.2722202
1,0.6521037,1.9195748
-1,-0.8197711,0.4405325
-1,-0.203116,0.8161836
1,0.5249968,1.6904534
-1,-0.0011294,0.9988712
1,0.6205612,1.8599716
-1,-0.2680172,0.7648946
-1,-0.041319,0.959523
-1,-0.4086813,0.664526
1,0.4544206,1.5752604
-1,-0.7620377,0.4667144
-1,-0.6606447,0.5165182
-1,-0.6203963,0.5377313
-1,-0.4714247,0.6241125
1,0.8792566,2.4091081
1,0.1012948,1.1066028
-1,-0.7528914,0.4710027
1,0.0060385,1.0060568
1,0.2937692,1.3414743
-1,-0.1096623,0.8961367
1,0.2532193,1.2881657
1,0.7911807,2.2059995
-1,-0.6516677,0.5211759
-1,-0.635973,0.5294201
1,0.3063799,1.3584983
-1,-0.1857142,0.8305109
1,0.3931899,1.4816997
1,0.8126328,2.2538341
1,0.6973563,2.008436
1,0.1032689,1.1087895
1,0.6276914,1.8732809
1,0.4404778,1.5534493
1,0.4404645,1.5534286
-1,-0.0501443,0.9510922
-1,-0.1891063,0.8276985
-1,-0.2864298,0.7509398
1,0.6958402,2.0053933
1,0.9851216,2.6781375
1,0.5674704,1.7637997
-1,-0.0360945,0.9645491
1,0.2622057,1.2997939
1,0.6036055,1.8287003
-1,-0.8198338,0.4405049
1,0.3102671,1.3637893
1,0.7186335,2.0516277
1,0.5102757,1.6657504
1,0.9209322,2.5116306
1,0.9355785,2.5486874
1,0.8956305,2.4488793
1,0.5417115,1.7189463
-1,-0.7996475,0.4494874
1,0.0346322,1.0352389
-1,-0.0452785,0.9557313
1,0.6870399,1.9878227
-1,-0.3916779,0.6759218
1,0.2101413,1.2338524
-1,-0.1438541,0.8660141
1,0.0220315,1.022276
1,0.2881351,1.3339375
1,0.3970013,1.4873579
-1,-0.9459328,0.3883172
-1,-0.1540455,0.857233
-1,-0.0046119,0.9953987
-1,-0.734312,0.4798355
-1,-0.5877122,0.5555969
1,0.3815349,1.4645308
1,0.37989,1.4621237
1,0.3384754,1.4028072
-1,-0.6653014,0.5141185
1,0.4066107,1.5017194
-1,-0.061609,0.9402505
1,0.8412891,2.3193549
1,0.1819288,1.1995288
1,0.6386318,1.8938879
-1,-0.4487801,0.6384065
-1,-0.1820807,0.8335341
1,0.4611269,1.5858601
-1,-0.7286224,0.4825733
1,0.5804642,1.7868677
1,0.1336256,1.1429648
1,0.966219,2.6279892
-1,-0.9552133,0.3847301
-1,-0.5327574,0.5869842
1,0.3183909,1.3749136
1,0.3909108,1.4783266
-1,-0.2791896,0.7563965
-1,-0.4222676,0.6555586
1,0.3471595,1.4150424
1,0.2310903,1.259973
-1,-0.3125663,0.7315671
-1,-0.9472302,0.3878137
-1,-0.896069,0.408171
-1,-0.0644962,0.9375397
1,0.9049742,2.4718681
1,0.5591001,1.7490978
1,0.838088,2.3119423
-1,-0.7591674,0.468056
-1,-0.3120986,0.7319094
-1,-0.9213769,0.3979707
-1,-0.881019,0.4143605
1,0.5760527,1.7790023
-1,-0.7182096,0.4876245
-1,-0.9115367,0.4019061
-1,-0.8483076,0.4281389
1,0.6881634,1.9900572
-1,-0.7097524,0.4917659
-1,-0.5714586,0.5647012
1,0.5029657,1.6536181
1,0.1697142,1.1849661
-1,-0.4219662,0.6557562
-1,-0.1644737,0.8483401
-1,-0.9790904,0.3756526
-1,-0.9550035,0.3848108
1,0.6841817,1.9821492
-1,-0.8941262,0.4089648
-1,-0.8551433,0.4252223
-1,-0.5326559,0.5870438
-1,-0.4324371,0.6489257
-1,-0.8504399,0.427227
1,0.5077401,1.6615321
-1,-0.3200457,0.7261159
1,0.507252,1.6607213
1,0.2466562,1.2797391
-1,-0.1645102,0.8483091
-1,-0.0080827,0.9919499
1,0.9303448,2.5353832
-1,-0.5471525,0.578595
1,0.7687917,2.1571582
1,0.7691926,2.1580232
-1,-0.6654144,0.5140605
-1,-0.2334264,0.7918159
-1,-0.4339632,0.6479361
-1,-0.3231139,0.7238914
1,0.3878837,1.4738584
1,0.9785823,2.6606815
-1,-0.5816431,0.5589792
1,0.6215823,1.8618718
1,0.9918002,2.6960836
-1,-0.9345601,0.3927586
-1,-0.188826,0.8279306
-1,-0.3580728,0.6990222
1,0.5755102,1.7780375
-1,-0.5348206,0.5857744
1,0.634556,1.8861845
1,0.3994253,1.4909676
1,0.7306938,2.0765208
1,0.5902249,1.8043942
-1,-0.6527024,0.5206369
1,0.4441622,1.5591834
1,0.8025011,2.2311142
-1,-0.1195187,0.8873474
-1,-0.0437466,0.9571965
1,0.2982848,1.3475455
1,0.2400474,1.2713094
1,0.8735807,2.395473
-1,-0.8007536,0.4489905
-1,-0.0243512,0.9759429
1,0.7156887,2.045595
-1,-0.9794256,0.3755267
1,0.2224946,1.2491891
1,0.7135583,2.0412417
-1,-0.9543229,0.3850728
-1,-0.1223692,0.8848216
-1,-0.6885664,0.5022956
1,0.0098298,1.0098783
-1,-0.0184481,0.981721
-1,-0.2197563,0.8027144
1,0.5818466,1.7893396
-1,-0.6939841,0.4995817
1,0.2434871,1.2756899
1,0.5468753,1.7278456
1,0.9758354,2.6533829
-1,-0.6358332,0.5294941
1,0.9092543,2.4824707
1,0.9959754,2.7073638
1,0.5959042,1.814671
-1,-0.4537121,0.6352656
1,0.8935859,2.4438775
-1,-0.8408625,0.4313383
1,0.0200555,1.020258
1,0.8414701,2.3197748
-1,-0.7923612,0.4527744
1,0.8405288,2.3175922
1,0.0407125,1.0415526
1,0.0882577,1.0922696
1,0.838375,2.3126059
-1,-0.6878743,0.5026434
-1,-0.7064464,0.4933944
-1,-0.2267479,0.7971217
-1,-0.4361299,0.6465337
-1,-0.3896206,0.6773138
-1,-0.2209268,0.8017754
-1,-0.7775082,0.4595497
1,0.7649236,2.1488302
1,0.4610957,1.5858106
1,0.0037044,1.0037113
-1,-0.3466734,0.7070362
1,0.7017066,2.0171923
1,0.1252899,1.133477
-1,-0.4415426,0.6430437
1,0.0008943,1.0008947
1,0.2221571,1.2487675
1,0.5726614,1.7729794
1,0.3343551,1.3970391
1,0.6174244,1.8541463
-1,-0.1662319,0.8468498
-1,-0.0038175,0.9961898
1,0.889886,2.4348521
1,0.8863342,2.4262193
-1,-0.1883339,0.8283381
-1,-0.3413195,0.7108318
1,0.0729287,1.0756538
-1,-0.6979641,0.4975973
1,0.4200731,1.5220728
1,0.3969597,1.487296
1,0.1941487,1.2142768
1,0.994735,2.7040077
-1,-0.8282376,0.4368185
-1,-0.7464603,0.4740416
1,0.6022447,1.8262135
-1,-0.286578,0.7508285
-1,-0.5044103,0.6038616
1,0.3447389,1.4116213
1,0.366456,1.4426129
-1,-0.744578,0.4749347
-1,-0.882789,0.4136277
1,0.1881941,1.2070678
-1,-0.7279571,0.4828945
1,0.4951225,1.6406992
1,0.258146,1.2945278
1,0.550388,1.7339257
1,0.9092019,2.4823406
-1,-0.0307287,0.9697386
-1,-0.1688132,0.8446667
-1,-0.5503074,0.5767725
-1,-0.0642446,0.9377756
-1,-0.7690679,0.4634448
-1,-0.1372287,0.8717708
1,0.3227314,1.3808944
-1,-0.0985755,0.9061273
1,0.0387236,1.0394831
-1,-0.1721026,0.8418928
-1,-0.763195,0.4661746
1,0.0878033,1.0917733
1,0.8520966,2.3445573
1,0.7646029,2.1481412
-1,-0.2003374,0.8184546
-1,-0.4245479,0.6540654
1,0.0192487,1.0194352
-1,-0.0630397,0.9389062
1,0.9185231,2.5055872
-1,-0.4730247,0.6231147
1,0.4995984,1.6480593
-1,-0.4347544,0.6474237
1,0.857173,2.3564895
-1,-0.7165889,0.4884155
1,0.7168555,2.0479832
-1,-0.5482642,0.5779521
-1,-0.5954917,0.5512914
-1,-0.3831058,0.6817408
1,0.8010573,2.2278952
1,0.9125842,2.4907508
-1,-0.9669985,0.3802226
1,0.3136964,1.3684742
-1,-0.2078887,0.8122974
-1,-0.5287571,0.589337
-1,-0.1595563,0.852522
1,0.9045856,2.4709078
1,0.868237,2.3827064
-1,-0.5761106,0.5620803
1,0.7103528,2.034709
1,0.581845,1.7893367
-1,-0.370868,0.690135
1,0.3478713,1.41605
1,0.0623419,1.0643262
-1,-0.7519912,0.4714269
1,0.9075862,2.4783331
-1,-0.8086402,0.4454634
1,0.9442846,2.5709734
1,0.2383235,1.2691197
1,0.8299041,2.2930988
1,0.0791206,1.0823348
1,0.9274476,2.5280483
1,0.1666669,1.1813607
-1,-0.563009,0.5694929
1,0.8487805,2.3367954
-1,-0.1479468,0.862477
1,0.1999349,1.2213232
-1,-0.6144184,0.5409554
1,0.524539,1.6896797
-1,-0.0598927,0.9418656
-1,-0.3826907,0.6820238
-1,-0.7779334,0.4593543
1,0.6582038,1.9313202
1,0.7477991,2.1123458
-1,-0.1453353,0.8647323
1,0.5578897,1.746982
1,0.2993774,1.3490186
1,0.0177238,1.0178818
1,0.040468,1.041298
1,0.0893994,1.0935173
1,0.7866618,2.1960533
-1,-0.8843529,0.4129813
-1,-0.7046479,0.4942826
-1,-0.5391829,0.5832246
1,0.2926039,1.3399119
1,0.5027669,1.6532894
1,0.0783032,1.0814505
-1,-0.9335876,0.3931407
-1,-0.7518436,0.4714965
-1,-0.8795082,0.414987
1,0.2769012,1.319036
-1,-0.990462,0.3714051
1,0.795681,2.2159495
1,0.916226,2.4998382
1,0.0939934,1.0985525
-1,-0.6492051,0.5224609
-1,-0.2380694,0.788148
1,0.0845741,1.0882535
-1,-0.3932949,0.6748297
-1,-0.6230716,0.5362946
-1,-0.0360073,0.9646333
1,0.4525619,1.5723352
1,0.4502918,1.5687699
1,0.4186153,1.5198556
1,0.3683338,1.4453244
1,0.4637938,1.5900951
1,0.0455823,1.0466371
1,0.3663371,1.4424414
-1,-0.9185932,0.3990801
1,0.6960332,2.0057804
1,0.8691402,2.3848595
1,0.5172676,1.677438
1,0.4887893,1.6303412
1,0.3193933,1.3762925
-1,-0.253567,0.7760277
-1,-0.3043524,0.7376009
-1,-0.9841579,0.3737538
-1,-0.6392382,0.5276943
-1,-0.3967203,0.6725221
-1,-0.1464529,0.8637664
1,0.2889962,1.3350867
-1,-0.0116598,0.9884079
1,0.3789217,1.4607087
1,0.9690149,2.6353471
-1,-0.0823649,0.9209358
-1,-0.8232925,0.4389839
-1,-0.3996248,0.6705716
-1,-0.8289733,0.4364972
1,0.9390959,2.557668
-1,-0.0532012,0.9481892
1,0.8182443,2.266517
-1,-0.4767582,0.6207926
-1,-0.442072,0.6427034
-1,-0.2371916,0.7888401
-1,-0.2880124,0.7497523
-1,-0.264452,0.7676265
-1,-0.0051488,0.9948644
-1,-0.339433,0.712174
1,0.8438498,2.3253017
1,0.6770998,1.9681614
-1,-0.9330786,0.3933409
1,0.7935278,2.2111833
-1,-0.4464772,0.6398783
-1,-0.0664198,0.935738
1,0.6291678,1.8760487
-1,-0.5213206,0.5937359
-1,-0.3178238,0.727731
-1,-0.3325658,0.7170815
1,0.1096304,1.1158656
1,0.1394212,1.1496082
-1,-0.9698806,0.3791283
1,0.076462,1.0794612
-1,-0.0885892,0.9152215
-1,-0.133682,0.8748682
-1,-0.3882631,0.6782339
1,0.6513658,1.9181589
-1,-0.0300289,0.9704175
-1,-0.9890187,0.3719415
-1,-0.2151864,0.8063911
1,0.6165037,1.85244
-1,-0.7806155,0.4581239
1,0.9022697,2.465192
1,0.1739586,1.1900063
1,0.238191,1.2689515
-1,-0.026479,0.9738685
-1,-0.4876165,0.6140883
1,0.9327473,2.5414818
1,0.2793315,1.3222456
1,0.0532651,1.0547092
1,0.5614555,1.7532225
1,0.2563515,1.2922069
-1,-0.889938,0.4106812
-1,-0.2650004,0.7672056
1,0.0996758,1.1048127
-1,-0.2351138,0.7904809
1,0.8473597,2.3334776
-1,-0.7429977,0.4756858
1,0.3215746,1.3792979
1,0.3804797,1.4629862
1,0.167085,1.1818547
-1,-0.5166713,0.5965028
1,0.1768927,1.193503
1,0.5192213,1.6807184
1,0.4521391,1.5716706
1,0.0221547,1.0224019
-1,-0.6384476,0.5281116
1,0.2534084,1.2884094
1,0.2553413,1.2909021
1,0.1956768,1.2161338
-1,-0.6568439,0.5184851
-1,-0.0983933,0.9062924
1,0.4651619,1.592272
-1,-0.4552202,0.6343083
-1,-0.8841982,0.4130452
1,0.29256,1.3398531
1,0.0597307,1.0615506
-1,-0.4552426,0.6342941
-1,-0.426018,0.6531046
-1,-0.4809337,0.6182059
1,0.5324693,1.7031327
-1,-0.6028267,0.5472625
1,0.7570594,2.1319976
-1,-0.895623,0.4083531
-1,-0.3741553,0.6878701
1,0.9948436,2.7043014
1,0.3227304,1.380893
1,0.7168434,2.0479584
1,0.8925325,2.4413044
1,0.2860832,1.3312032
1,0.6314528,1.8803404
-1,-0.954497,0.3850058
1,0.3471636,1.4150482
1,0.6105755,1.8414909
-1,-0.3179922,0.7276085
-1,-0.745386,0.4745511
-1,-0.3918994,0.6757721
-1,-0.1293504,0.878666
-1,-0.2261721,0.7975808
-1,-0.5589534,0.5718072
1,0.8153976,2.2600741
-1,-0.043065,0.9578491
-1,-0.9009396,0.4061878
-1,-0.1696794,0.8439353
-1,-0.2823643,0.753999
-1,-0.8809905,0.4143723
1,0.267808,1.3070962
1,0.2758656,1.3176708
1,0.7266708,2.0681837
1,0.8342829,2.3031619
-1,-0.3310875,0.7181423
1,0.2686324,1.3081742
-1,-0.2451348,0.782599
-1,-0.1085143,0.8971661
1,0.7866556,2.1960397
1,0.2306042,1.2593607
1,0.9162354,2.4998617
1,0.33544,1.3985556
-1,-0.5389543,0.583358
1,0.2448518,1.277432
-1,-0.6367363,0.5290162
1,0.777778,2.1766304
-1,-0.6129996,0.5417235
-1,-0.356862,0.6998691
1,0.6319101,1.8812004
1,0.1266367,1.1350046
-1,-0.2788701,0.7566382
1,0.5802579,1.7864991
1,0.4127375,1.5109483
1,0.7506378,2.1183507
1,0.3653095,1.4409599
-1,-0.7692568,0.4633573
1,0.6220188,1.8626846
1,0.2243135,1.2514633
1,0.6124751,1.8449923
1,0.6180132,1.8552384
1,0.9012663,2.4627197
1,0.7334186,2.0821866
-1,-0.8139317,0.4431125
1,0.811994,2.2523948
-1,-0.0637032,0.9382834
-1,-0.6204815,0.5376855
1,0.5291344,1.6974623
1,0.3871595,1.4727914
-1,-0.7661537,0.4647974
-1,-0.5844189,0.5574297
1,0.3917477,1.4795644
1,0.0140761,1.0141756
-1,-0.994668,0.3698462
1,0.2224641,1.249151
-1,-0.6138965,0.5412378
-1,-0.1766314,0.8380886
1,0.8976474,2.4538235
1,0.8441857,2.3260829
-1,-0.8532177,0.4260418
-1,-0.2486981,0.7798154
1,0.2674692,1.3066534
-1,-0.3983905,0.6713998
-1,-0.2239399,0.7993632
1,0.865231,2.3755548
-1,-0.6938268,0.4996603
1,0.9983406,2.7137749
-1,-0.9962678,0.369255
1,0.5526919,1.737925
1,0.259391,1.2961405
-1,-0.149787,0.8608913
1,0.2221572,1.2487677
1,0.6009014,1.823762
1,0.757905,2.1338012
1,0.3016469,1.3520837
-1,-0.0194849,0.9807037
-1,-0.6175893,0.5392428
-1,-0.3129695,0.7312722
1,0.8056015,2.2380423
1,0.2265624,1.2542809
1,0.0744368,1.0772773
1,0.4665213,1.594438
1,0.7884951,2.200083
-1,-0.165402,0.8475529
1,0.9833915,2.6735081
1,0.7351825,2.0858626
1,0.6999561,2.0136643
1,0.8753345,2.3996779
-1,-0.618084,0.5389761
-1,-0.2837154,0.7529809
1,0.3867741,1.4722239
-1,-0.3416072,0.7106273
-1,-0.111933,0.8941042
-1,-0.2007191,0.8181422
1,0.1850889,1.2033254
1,0.5526572,1.7378647
1,0.9072425,2.4774815
-1,-0.6892153,0.5019698
1,0.6897632,1.9932435
-1,-0.9568295,0.3841088
1,0.0165352,1.0166727
1,0.2470429,1.280234
-1,-0.5181416,0.5956264
-1,-0.6656169,0.5139564
-1,-0.1814447,0.8340644
-1,-0.5024588,0.6050412
-1,-0.583728,0.557815
-1,-0.5902197,0.5542055
-1,-0.1896062,0.8272849
-1,-0.0082036,0.99183
-1,-0.3740069,0.6879722
-1,-0.9953659,0.3695882
-1,-0.9588535,0.3833321
1,0.7640758,2.1470092
-1,-0.460795,0.630782
1,0.1911465,1.2106368
1,0.0573988,1.0590781
-1,-0.4062155,0.6661666
-1,-0.1671651,0.8460599
1,0.3349254,1.3978361
1,0.362494,1.4369086
1,0.5454436,1.7253736
-1,-0.0868243,0.9168382
-1,-0.1672229,0.846011
1,0.8158706,2.2611434
-1,-0.8289835,0.4364928
1,0.2845681,1.3291878
1,0.4772994,1.6117159
1,0.0395398,1.0403319
-1,-0.8964554,0.4080133
-1,-0.4928358,0.6108916
1,0.2560448,1.2918106
-1,-0.3522223,0.7031238
-1,-0.5205491,0.5941942
1,0.3918712,1.4797471
1,0.1433358,1.1541173
1,0.2434539,1.2756475
-1,-0.609187,0.5437928
-1,-0.3949139,0.673738
1,0.6314508,1.8803366
1,0.4304718,1.537983
1,0.7829386,2.1878922
1,0.9451199,2.5731219
-1,-0.7686635,0.4636323
-1,-0.5128094,0.5988109
1,0.1592523,1.1726338
-1,-0.1828166,0.8329209
-1,-0.6888176,0.5021695
1,0.2907,1.3373633
1,0.6778945,1.9697261
-1,-0.5520282,0.5757808
-1,-0.5760494,0.5621147
-1,-0.1792109,0.8359296
1,0.5012413,1.6507691
1,0.2176672,1.2431733
-1,-0.1969345,0.8212444
-1,-0.1517117,0.859236
1,0.4130251,1.511383
1,0.187312,1.2060035
-1,-0.793992,0.4520367
-1,-0.0816938,0.9215541
1,0.669536,1.9533308
-1,-0.2129095,0.8082293
-1,-0.1215355,0.8855596
-1,-0.283834,0.7528916
1,0.4425041,1.5566002
1,0.7381084,2.0919746
1,0.1894178,1.2085458
-1,-0.5142037,0.5979766
1,0.1676148,1.182481
1,0.2386062,1.2694785
-1,-0.0483403,0.9528095
1,0.2994001,1.3490493
1,0.2469581,1.2801255
-1,-0.9077682,0.4034236
-1,-0.7120137,0.4906552
-1,-0.6802264,0.5065023
1,0.323948,1.3825754
1,0.988419,2.686983
-1,-0.8589482,0.4236074
-1,-0.7116169,0.4908499
-1,-0.5116875,0.5994831
-1,-0.351331,0.7037508
1,0.5575941,1.7464656
1,0.3815335,1.4645287
-1,-0.9718543,0.3783808
1,0.5011998,1.6507006
1,0.3882143,1.4743457
-1,-0.1819162,0.8336712
1,0.6426663,1.9015442
1,0.41997,1.5219159
-1,-0.4406286,0.6436317
1,0.4550834,1.5763048
1,0.3297039,1.3905563
-1,-0.0091722,0.9908697
-1,-0.3247156,0.7227329
-1,-0.7834391,0.4568322
-1,-0.23107,0.7936839
-1,-0.6607625,0.5164574
1,0.3233569,1.3817584
1,0.0183098,1.0184785
-1,-0.2965234,0.7433982
1,0.8926981,2.4417087
1,0.4366671,1.5475408
1,0.5328669,1.70381
1,0.2425191,1.2744556
1,0.1727731,1.1885964
-1,-0.8374753,0.4328018
1,0.1766142,1.1931707
1,0.3649825,1.4404888
-1,-0.1244897,0.8829474
-1,-0.5032342,0.6045722
-1,-0.4720148,0.6237443
-1,-0.1002733,0.9045902
-1,-0.3184608,0.7272676
-1,-0.150118,0.8606064
-1,-0.963264,0.3816452
-1,-0.6788987,0.5071752
-1,-0.9662544,0.3805056
-1,-0.5606905,0.5708148
-1,-0.3687007,0.6916324
-1,-0.5659374,0.5678276
1,0.3425418,1.4085232
-1,-0.2977427,0.7424924
1,0.8324968,2.2990519
1,0.490062,1.6324174
-1,-0.0351662,0.9654449
1,0.6574201,1.9298072
1,0.3535751,1.4241499
1,0.4093531,1.5058433
1,0.9299049,2.5342682
-1,-0.4990386,0.6071141
1,0.9939926,2.702001
1,0.2193252,1.2452362
1,0.8230413,2.2774156
-1,-0.1198361,0.8870658
-1,-0.6755329,0.5088852
1,0.5759351,1.7787931
1,0.8049325,2.2365455
1,0.0757419,1.0786841
1,0.396662,1.4868533
1,0.1461602,1.1573816
1,0.5593421,1.7495211
1,0.3247727,1.3837161
-1,-0.6942679,0.49944
1,0.4678768,1.5966007
-1,-0.7323481,0.4807787
-1,-0.2137243,0.807571
1,0.6506233,1.9167352
-1,-0.7154996,0.4889478
-1,-0.7108944,0.4912047
1,0.391594,1.479337
1,0.873152,2.3944463
1,0.5485811,1.7307954
1,0.2090867,1.2325519
-1,-0.5469268,0.5787256
-1,-0.1963028,0.8217634
-1,-0.7882566,0.4546367
1,0.6968778,2.0074752
1,0.3210337,1.378552
-1,-0.4475351,0.6392018
-1,-0.7317825,0.4810508
1,0.2258832,1.2534293
-1,-0.7865971,0.4553918
-1,-0.265183,0.7670656
1,0.5628258,1.7556265
1,0.7964087,2.2175627
1,0.5663277,1.7617854
-1,-0.5806635,0.559527
-1,-0.8294399,0.4362936
1,0.3378462,1.4019249
-1,-0.6382179,0.5282329
1,0.2803235,1.3235579
-1,-0.2558086,0.7742902
1,0.7791263,2.1795671
-1,-0.2575629,0.772933
-1,-0.0387806,0.9619617
1,0.6202334,1.859362
-1,-0.7717134,0.4622204
-1,-0.520626,0.5941485
1,0.9110077,2.4868272
1,0.1630172,1.1770569
1,0.7212697,2.0570434
-1,-0.6575117,0.518139
-1,-0.6312383,0.5319327
1,0.4755957,1.6089724
1,0.8171078,2.2639426
-1,-0.5091447,0.6010094
-1,-0.9796203,0.3754536
-1,-0.905747,0.4042398
1,0.3198162,1.3768747
1,0.1909594,1.2104103
-1,-0.8964602,0.4080114
-1,-0.5530902,0.5751697
-1,-0.7106916,0.4913043
1,0.0214784,1.0217107
1,0.4620124,1.587265
1,0.8771129,2.4039492
-1,-0.8514415,0.4267993
1,0.8825477,2.4170498
1,0.1563071,1.1691852
-1,-0.1946339,0.823136
-1,-0.4387634,0.6448333
1,0.2011975,1.2228663
1,0.5148875,1.6734502
-1,-0.5308005,0.588134
-1,-0.3719665,0.6893773
1,0.4494248,1.5674104
